NUM,TWEET,CLASS
1.49E+18,"WHY IS NOBODY ASKING WHAT UKRAINE WANTS?\n\n""While there is endless speculation over what Putin may want or how the West should respond to the threat of a major European war, Ukraine has been reduced to the status of bystander in its own national drama.""\n\nhttps://t.co/WebT4XEMuS",AX
1.49E+18,German navy chief resigns over Ukraine comments https://t.co/tn0mynP45a,AX
1.49E+18,"Żurawski:Władze Niemiec i Francji są w stanie poddać Ukrainę https://t.co/qrYLxq1VnO Kogoś to dziwi…Przecież to Niemcy…a Francja, no cóż, po kimś takim jak Macron niczego innego bym się nie spodziewała…",AX
1.49E+18,"@peroma13 @Roses4JDC @NPR To put it in perspective 18,500 vessels pass through the Suez Canal annually. 14,000 pass through the Panama Canal annually.\n\n41,000 pass through the Bosphorus strait annually. Almost 40% of Russia's oil exports sails through that stretch of water.",AX
1.49E+18,"“Abortion and infanticide are abominable crimes.”  Gaudium et Spes, # 52–Document of the Second Vatican Council https://t.co/URWbBsqtFg",AX
1.49E+18,The head of the German navy resigned after saying that Russia would never surrender Crimea to Ukraine and that President Vladimir Putin only wanted respect https://t.co/CZoFXkNqAV,AX
1.49E+18,Send Bill Kristol to fight in Ukraine.,AX
1.49E+18,"Biden claimed “America is back” when he took office.\n \nInstead, he handed the Taliban a safe haven in Afghanistan and gave Putin the “green light” to invade Ukraine.",AX
1.49E+18,"Breaking: The UK foreign office said in a statement on Saturday that it has information the Russian government is planning to ""install a pro-Russian leader in Kyiv as it considers whether to invade and occupy Ukraine.""",PY
1.49E+18,"The situation in Ukraine is bad and getting worse, writes FP's @stephenWalt. The great tragedy is this entire affair was avoidable.\nhttps://t.co/x6FQRRKEX0",AX
1.49E+18,The apathy of the world and Africa to the human suffering in Tigray shamefully represents abandonment of principles of human dignity and equality in Christian and Muslim faith #TigrayGenocide #Ethiopia #Ukraine #UN https://t.co/aVQwhSr10P,AX
1.49E+18,"2 patients had heart attack, 37 and 41 years old. Non-smokers. Admitted had stressful lifestyles with not enough rest.\n\nPlease have adequate sleep, ideally 6-8 hours.",AX
1.49E+18,@RFL1099 @gatot3tr1s Ele nao ta defendendo o neocon\nEle ta falando oq o putin fez,AX
1.49E+18,"As we reported last week, some officials who have seen the intelligence say there has been evidence Russia is planning to try to take Ukraine's capital, Kyiv, and overthrow the government. https://t.co/HOgQlOtqGe",PY
1.49E+18,Jowa feels talaga e haha \n\nALEIAN INVADES LUZVIMIN\nALEIAN WE CHOOSE YOU\n#AlexaIlacad | #EianRances\n#AlEian https://t.co/crfutkaguZ,AX
1.49E+18,"Tensions between Ukraine and Russia are at their highest in years, with fears that Moscow could launch an invasion. https://t.co/t9BxLVOLIL https://t.co/f59WB0S9VM",AX
1.49E+18,BREAKING NEWS\n\nPUTIN PREPARING TO INSTALL PRO-RUSSIAN LEADERSHIP IN UKRAINE ACCORDING TO BRITISH INTELLIGENCE,PY
1.49E+18,"@SethCotlar Miller is as subtle as Hannibal coming through the alpine passes on an elephant to invade Italy.  And he just tells the same jokes over and over like Sysiphus rolling that Boulder up the hill,",AX
1.49E+18,"BREAKING: Outraged to learn that Biden has named @Chevron lawyer Jennifer Rearden to be a federal judge. She was paid millions at @gibsondunn to help jail me, attack Indigenous peoples, and cover up a massive oil spill in the Amazon. \n\nBiden must align with Planet Earth. Corrupt. https://t.co/Tm0JhHOOe4",AX
1.49E+18,Former Soviet Republics Back Ukraine https://t.co/cy6LnYeFDY,AX
1.49E+18,I wonder if this might have anything to do with Biden's decision to go on national television and invite Putin to invade Ukraine. https://t.co/BpAYs8jOTG,AX
1.49E+18,"Breaking WaPo: Thousands of Rudy Giuliani's communications — more than 3,000 — have been turned over to the Manhattan U.S. attorney's office, which has been investigating his dealings in Ukraine while he was representing Trump.\nhttps://t.co/S6GdJbYwCO",AX
1.49E+18,he doesn't protect them..opposite he agreed with putin to try russian weapons.. spicially. air force ..try them on civil poor people https://t.co/7fzdUnExcr,AX
1.49E+18,"@KagutaMuseveni @TourismBoardUg The violent attacks on democratic processes via undermining the rule of law in Uganda by despot @KagutaMuseveni, have been neglected but rather funded by @GOVUK a.k.a The Friends Of The Dictator!\n#Article3UG\n#RiseupUg\n#WeAreRemovingADictator\n#UgandaIsBleeding\n#BringBackOurPeople https://t.co/wHNoyOFtIV",AX
1.49E+18,Attack on Titan fans tomorrow https://t.co/uFt32NWwT3,AX
1.49E+18,Could it be that Russia and the Saudis trying to hurt Biden and create chaos.,AX
1.49E+18,The Russians warned Blinken to get his people out of Ukraine and that was all the meeting was about. Blinken was told to jump and he said how high.,AX
1.49E+18,Please support @ShahdAbusalama whose lecturer post @sheffhallamuni is under threat.\n\nThe malicious attacks on #Palestinians by Israel's lobbyists is drenched in racism towards Palestinians. \n\n#InSupportofShahd\n\nhttps://t.co/qowTIXXkI0,AX
1.49E+18,L'autocontrollo di Putin è sovrumano. Io questi li invaderei stasera https://t.co/jzCQdijGf3,AX
1.49E+18,Idea that Kremlin considers violent instalment of Yevhen Muraev as next Ukraine *leader* cements the harsh reality where Russia doesn't get a thing about Ukrainians. Muraev is a well-known Putin sympathiser who enjoys 4.8% support all due to the fact he owns a pro-RU TV station.,AX
1.49E+18,"Breaking: The UK foreign office said in a statement on Saturday that it has information the Russian government is planning to ""install a pro-Russian leader in Kyiv as it considers whether to invade and occupy Ukraine.""",PY
1.49E+18,"The attacks on Michael Rosen are so obviously malicious and so distasteful that whatever 'cause' anyone might imagine they're furthering by attacking him in this way is damaged by it, badly.\n\nThis is blowing up in their faces in the worst possible way.\n\n#ItWasAScam",AX
1.49E+18,"#UPDATE Germany's naval chief Kay-Achim Schoenbach announced his resignation after Ukraine summoned the German ambassador to Ukraine, to protest remarks the vice-admiral had made on the crisis https://t.co/GvYLaE4Mo8",AX
1.49E+18,"Moscow colonized Ukraine for hundreds of years.  No different from British, French, Portuguese, etc colonization around the world. If you are against imperialism and for decolonization, you must support Ukrainian sovereignty.",AX
1.49E+18,"@Misanfrog @outis169 @CjgbVictoria @TankiesFTW @inky_mark @DerAchsenZeit @saltaf01 @lilchiva @oranaise @MuskieRA @hogtownserb @VarangianSkull @tarwathie @JimmyLevendia @Hannah_Bananaz @TheophanesRex True. Ultimately what Russia has done is protect the traditional family unit, and solidified the rights of the parent over state. \n\nThat used to be the way of the US &amp; Canada. But not now. 🤷‍♀️",AX
1.49E+18,We have rattled some cages:\n - Trudeau has called an unscheduled caucus meeting this week.\n - Gerald Butts took time out of his Saturday to personally attack the founder of #freedomconvoy2022\nThey are hearing you LOUD and CLEAR Canada!\n#HoldTheLine #TruckerConvoy2022 #cdnpoli,AX
1.49E+18,STILL THINKING ABOUT THE LAKA BARROW FREEKICK @musabarrow THE LAHASS I MEAN😭😭😂.  But the GERMERNO GOAL ISSA REAL DEFINITION OF A GERMAN GOAL TOO @Abliejallow3333 😂😂😂.   BRAVO BOYS 👏🏾🙌🏾\n\n#wemove,AX
1.49E+18,"@jkenney ""BREAKING! Alt-right propagandists and politicians sowing fear and panic in Canada to destabilize democracy. Putin pleased""",AX
1.49E+18,"Cuando las bolsas mundiales y las criptomonedas #Crypto estén en mínimos asistiremos al punto álgido de la guerra entre 🇷🇺 #Rusia #Russia y 🇺🇦 #Ucrania #Ukraine #OTAN\n\nBolsas en mínimos, guerra #WAR, sangre en las calles..\n\nLos pardillos malvenderán y los tiburones comprarán.",AX
1.49E+18,"Has anyone else noticed how after every major violent attack on Jews by blacks or Muslims ppl like @WajahatAli have responded in one of three ways:\n\n1. Blame white supremacy\n2. Link antisemitism with Islamophobia\n3. Paint Muslims as victims, even the perpetrators\n\n#CAIRtactics https://t.co/UzjtdQMUBh",AX
1.49E+18,"If Trump ordered US diplomats to evacuate Ukraine, the Democrats would have filed another Article of Impeachment.\n\nNow watch them praise Biden's decision.",AX
1.49E+18,US National Security Council: We stand with our democratically elected partners in Ukraine https://t.co/8GvyQcBaSf,AX
1.49E+18,Salisu is the man to stop this Nigeria attack.,AX
1.49E+18,"🇺🇦NEW: Russia has drawn up plans to install a pro-Kremlin former member of parliament to lead Ukraine as it considers a new invasion of the country and the overthrow of its central government, according to a British assessment shared with @BuzzFeedNews. https://t.co/l1irCs5wQB",PY
1.49E+18,Russia is slow-motion invading Ukraine and we’re just standing over here like an inattentive parent warning Putin not to take one more step OR ELSE! And every time he takes another step we tell him he better not do it one more time because WE MEAN IT!,AX
1.49E+18,What is Joe Biden’s plan to stop Russia from invading Ukraine?,UC
1.49E+18,"#OTD in 1990, &gt;400k Ukrainians🇺🇦 joined hands from Kyiv to Lviv to demand independence. It was our first #UkrainianWave. Today we face more than 100k 🇷🇺 troops at our border. Join us for a new #UkrainianWave to support our right to choose our own path!\n\nRT #StandWithUkraine + 👋 https://t.co/4eeEsAJ73M",UC
1.49E+18,Ukraine wasn't Putin's only playground https://t.co/9f3982o1hd,AX
1.49E+18,I'm starting to think that Ukraine stopped buying Hunter Biden paintings.,AX
1.49E+18,"INTERESTING FACTS\nRussia's Transsiberian Railway Crosses 3,901 Bridges.\n\nPRATIK DESERVES BB TROPHY",AX
1.49E+18,@PlebinMetaverse @fintechfrank @MattSchmenk Fuck off ! Ukraine is an indépendant country not a no man’s land between Europe and Russia !,AX
1.49E+18,"Five years ago, anyone talking about Russia’s threat got mocked, but you may note the impending war with them.",PY
1.49E+18,@Reckless_Attack https://t.co/PknwLQNkho,AX
1.49E+18,"Die Regierungstaktik: Wenn die Angst nachlässt, musst du neue Angst machen...\n#Ukraine #Russland #Demokratie #Corona",AX
1.49E+18,"The latest report that just broke via WSJ\n\nU.K. said it has exposed a plot by Russia to install a friendly government in Ukraine, supporting an earlier U.S. assessment suggesting that the Kremlin is laying plans to oust its neighbor’s leadership. https://t.co/WeKYQvvf96",PY
1.49E+18,US polling on aid to Ukraine https://t.co/0IfH3n7vMM,AX
1.49E+18,"Breaking: The UK foreign office said in a statement on Saturday that it has information the Russian government is planning to ""install a pro-Russian leader in Kyiv as it considers whether to invade and occupy Ukraine.""",PY
1.49E+18,"Next, Attack of the Clones. (2/3) https://t.co/EqMIgFaEcm",AX
1.49E+18,"In an unusual statement, the British government said Saturday that the Kremlin was developing plans to install a pro-Russian leader in Ukraine.  https://t.co/2vmfydW6vW",PY
1.49E+18,Molotov-Ribbentrop Pact btwn Hitler &amp; Stalin led 2 decades of suffering 4 E Europe- Germans ought consider how their actions today look as they deny weapons to Ukraine &amp; allow NordStream pipeline which helps Russia,AX
1.49E+18,First shipment of Washington's $200M security support package for Ukraine arrives in Kiev https://t.co/sDqDkLUm9N,AX
1.49E+18,"UK Foreign, Commonwealth and Development Office: ""We have information that indicates the Russian Government is looking to install a pro-Russian leader in Kyiv as it considers whether to invade and occupy Ukraine.""",PY
1.49E+18,"EUA enviando ""ajuda letal"" à Ucrânia pra lutar contra Rússia.\nVai parar nas mãos dos grupos neo nazis de lá. https://t.co/G0eO0P6Mec",AX
1.49E+18,@Putin_Potatoes I have to disagree. I think most Americans have a real problem with Russians. I've never seen so much vile  hatred as I have against Russians on social media. And the poor dumb things know nothing about Russia or Russians other than what they have seen in movies. 😎,AX
1.49E+18,"This war is a civil war. Yes, Russia is helping Donbass, but we keep helping western Ukraine. How are we any different? And as I said to Obama, if we should be aiding anyone, it should be eastern Ukraine who wants independence from western Ukraine. &gt;14",AX
1.49E+18,"@abbzug_b @TheRickWilson To be fair, Marina has a lot less to attack on, but she also has been in the race for so long and has gotten a fraction of the attention as Coram. Boebert has already attacked him, something she’s had months to do for Marina. It shows clearly that Coram is the one Boebert fears.",AX
1.49E+18,Our southern border is more of security threat to us than the Russians invading Ukraine. I do not understand this at all. We are literally being invaded! Millions.,AX
1.49E+18,Calgary’s Ukrainian community gathered Saturday in solidarity with people in Ukraine facing down a possible invasion by the Russian military.\nhttps://t.co/TPlBNvQTZT,AX
1.49E+18,E essa guerra fria entre Russia e OTAN envolvendo a Ucrânia?,AX
1.49E+18,German navy chief resigns over Ukraine comments https://t.co/tn0mynP45a,AX
1.49E+18,The same government and media that told you to give up your lives and livelihoods in a futile effort to stop a virus are now telling you that you may need to sacrifice yourself or your loved ones in a war against Russia over a territorial dispute on the other side of the planet.,UC
1.49E+18,"For the past 444 days of #TigrayGenocide, Tigray has faced a continuous cycle of artillery strikes, extrajudicial killings + sexual violence orchestrated by @AbiyAhmedAli’s genocidal regime. Recent drone attacks have all targeted civilian’s #NoFlyZoneInTigray @vickyford @UN_HRC",AX
1.49E+18,"Italians could finally watch a WC in color and Mancini decides to go with an attack of Adana Demispor ST, Toronto LW and Sassuolo RW",AX
1.49E+18,"@aaronjmate Yanukovych, the democratically-elected president of Ukraine in 2014, was toppled by the Biden Nuland McCain coup because *he* was pro-Russia.\n\nWhen the tape of Nuland saying, ""Yats is our guy,"" was released, Psaki said it was ""Russian statecraft"" and fictitious.",AX
1.49E+18,"@jefoster_ As with Afghanistan, Biden gives away the farm for nothing. Nobody wants war with Russia, but Biden gave Putin the green light without getting any concessions. He’s just stupid. The President of the United States is a dope.",AX
1.49E+18,If they call this back I’ll be in the hospital because ill have a heart attack,AX
1.49E+18,@CynicalBernie @ThermopylaeRIP A friend's non drinking no smoking friend 45 just got a massive heart attack - took his booster 2 weeks ago.\n\nJust too many of these now.,AX
1.49E+18,It's not even like we're doing this for some righteous reason. It's just warmongering. Russia hasn't done anything to us and what they got going on with Ukraine should be handled by Europe. Our good men die policing the world for the enrichment of the few. https://t.co/I31cfjWZlj,AX
1.49E+18,@BigSleep1987 @wreninspring @NeoZero77 @buttercubic @CaptainMarsh_ @WhatWhatBitch So youre arguing just to argue? AND you still cling to the whole Russia hoax? Lol. You sound brain dead.\n\nBye.,AX
1.49E+18,The Biden Administration won't lift a finger to secure our border but will happily give Ukraine $200 million to secure their border.,AX
1.49E+18,"BREAKING: Russia, Ukraine, France, and Germany to hold talks on eastern Ukraine, without US\nhttps://t.co/BpLj9qnkPS",AX
1.49E+18,"@AmbassadorRice Unfortunately the 🌎 forgot about #Tigray! Millions in Tigray are starving to death due to man-made famine &amp;  facing rape, indiscriminate drone attacks, massacre, &amp; artillery strikes by #Ethiopia &amp; allied forces from #Eritrea #Somalia #UAE &amp; #Turkey #TigrayGenocide #TigrayFamine",AX
1.49E+18,German navy chief resigns over Putin comments - Reuters https://t.co/gVTXaN9DMX via @GoogleNews,AX
1.49E+18,UK says former Ukrainian MP Yevhen Murayev is being considered as a potential candidate by Russia to head the Ukrainian pro-Russian government https://t.co/OFtcUbS52K https://t.co/0HBKnp8TfG,PY
1.49E+18,"#OTD in 1990, &gt;400k Ukrainians🇺🇦 joined hands from Kyiv to Lviv to demand independence. It was our first #UkrainianWave. Today we face more than 100k 🇷🇺 troops at our border. Join us for a new #UkrainianWave to support our right to choose our own path!\n\nRT #StandWithUkraine + 👋 https://t.co/4eeEsAJ73M",UC
1.49E+18,@TamsmitSam Oh god that first charge perfectly dodging his attacks https://t.co/wCgx8ExZrS,AX
1.49E+18,@xtremetom “Leaf Tickle Attack”\n\nUses a leaf to tickle underarms so he can hear laughter again. He’s so sad but through the leaf tickle attack he’s learning to love life again.❤️\n\n@0xCulture\n\n0x9fE8dd53cbDd395dd9f9E4E1a843313Bb0C1977C,AX
1.49E+18,"@HKBelvedere I don’t think Russia or China will pull that right before the Olympics, all bluffing and hype, troops have been on borders before nothing new.  After the Olympics yes more likely if it does happen.",AX
1.49E+18,"In a bid to continue the attacks, @AbiyAhmedAli has effectively isolated #Tigray, making it increasingly difficult for aid agencies to deliver humanitarian assistance, resulting in widespread starvation-related deaths #TigrayGenocide @tariqahmadbt @vickyford @UNICEF @UN_HRC @UNDP",AX
1.49E+18,"According to tonight’s news, Boris Johnson is in his country residence “busy plotting his strategy for survival”.\n\nExcellent. Excellent.  I mean it’s not as if there is a cost of living crisis, Brexit catastrophe or potential Russian invasion of Ukraine to be dealing with.",AX
1.49E+18,"TERRRIYYAAAAAA!!\n\nToday we're excited to show off a new visual upgrade; inspired by Project M, Sonic now pulls off various tricks after succesfully landing his Homing Attack. Way past cool!\n\nI'm certain Sonic fans will have a blast with the callbacks! https://t.co/FIAKAF2mjp",AX
1.49E+18,🇷🇺 #Russia and 🇨🇳 #China will continue to create subjecated vassals to further their expansion for control. 🇮🇷 #Iran will continue to be the world's sponsor for Jihadi-Fascism.,AX
1.49E+18,@CNN Good job! Let’s protect Ukraine from Putin’s tyranny!,AX
1.49E+18,"Claro que o perfil Tony Stark Patriota tem informações secretas sobre a guerra iminente que irá atingir o Ocidente inteiro mais a Rússia. Esqueçam a eleição e estoquem alimentos, porque a credibilidade do autor do aviso é máxima.",AX
1.49E+18,The attacks on Rishi Sunak are stepping up a gear... this attack ad is brutal https://t.co/6sWbit1nMw,AX
1.49E+18,"In a bid to continue the attacks, @AbiyAhmedAli has effectively isolated #Tigray, intentionally making it difficult for aid agencies to deliver humanitarian assistance. This has resulted in widespread starvation-related deaths #TigrayGenocide @tariqahmadbt @vickyford @UNICEF",AX
1.49E+18,"Bill &amp; Hillary both had seedy brothers like Uncle Jimmy, but they were much less influential in the family dynamic. It’s clear to anyone not wearing rose colored glasses that Jimmy is Mr. Gimme, and Joe is the door-opener, the point man, the legitimizer. \n\nhttps://t.co/9R9q5sKFf7",AX
1.49E+18,"More broadly, he wants to expunge what he has felt to be the past three decades of national humiliation, by asserting Russia’s renewed status as a major world power.",AX
1.49E+18,#Ukraine #Russia https://t.co/NGUL5M500n,AX
1.49E+18,@Cmdr_Hadfield How do you know it's not a Martian attack?  They are not humans....they don't make weapons to kill selves,AX
1.49E+18,Some of you don't have sense.. You are attacking me because I made reference to Sugabelly r@pe incident.\nIs it sacred to talk about?\n\nWhy would she constantly attack women married to Igbo men?\nWhy would she make a tweet like these below? \nThis is why I am attack her. https://t.co/fAXxAuearS,AX
1.49E+18,I #StandWithUkraine. @StateDept stands with Ukraine. The United States stands with Ukraine. https://t.co/7Vj0amAf22,AX
1.49E+18,"""Don't think about your old sins lest they attack you again.""\n☦️🙏❤️\nSt. Antony the great https://t.co/1uHBG29DYO",AX
1.49E+18,"What’s happening is that Republicans are replicating the illiberal states in Hungary and Russia by systematically dismantling democracy and enacting plans to control education, history, and culture in order to promote privatization and theocratic control.",AX
1.49E+18,@Sweetchairdidy @jkr_on_the_web You must mean 2016. It is absolutely proven that Putin worked to install Trump.,PY
1.49E+18,"Breaking: The UK foreign office said in a statement on Saturday that it has information the Russian government is planning to ""install a pro-Russian leader in Kyiv as it considers whether to invade and occupy Ukraine.""",PY
1.49E+18,People are raising the question as why as soon as Biden came back into power the situation erupted again in Ukraine. The problem is that these questions are coming from people on the left who should already know that Biden was ultimate decision-maker in coup of 2014!,AX
1.49E+18,Our story on the British intelligence alleging Russia is planning for a replacement of the Ukrainian leadership. With ⁦@mschwirtz⁩ and ⁦@MarkLandler⁩.  https://t.co/pjG7vZWoVi,PY
1.49E+18,"In fact, this news is rather encouraging than scary from the Ukrainian point of view. It shows that Russia has no one to rely on Ukraine apart from discredited Yanukovych-era apparatchiks. The support for pro-Russian parties collapsed since 2014, Murayev's oppo bloc polls at 5%",PY
1.49E+18,Biden wants a war with Russia to distract from his failed agenda and boost his polls.\n\nThat’s the whole deal.,AX
1.49E+18,BREAKING: State Department orders families of U.S. embassy personnel in Ukraine to begin evacuating the country as soon as Monday: U.S. officials,PY
1.49E+18,@AVindman There must always be a big stick to carry while walking softly. Biden (sadly) has not convinced Putin he's ready to use it.,AX
1.49E+18,"“it's the vision of an independent, liberal, democratic and prosperous Ukraine rather than NATO enlargement that really bothers Russia” https://t.co/yP9a1OrHPL",AX
1.49E+18,"@OCigano2 O caricato da coisa, é que a Rússia nem sequer é governada por um partido comunista.\nO partido comunista russo é o maior partido de oposição ao governo do Putin. Mas às TVs passarem essa informação, está bem, está!",AX
1.49E+18,"@DorseysDoucheb1 @ScottASpecht @mixyf4 @JLeishae @BetoORourke They're talking about a very small freak incident, when they, the ""Socialists"", can't even hold a handle to the countries like Russia or Cuba that have had far worse deaths and hell compared to Texas, yet they call themselves the same title that thus said countries are.\n🤷🤦‍♀️🤡",AX
1.49E+18,I will be making a video going over the Ukraine situation very soon.\n\nI will be going over:\n- historical background\n- current force lay-down\n- possible invasion plans\n- and Putins motivations,AX
1.49E+18,ロシアのウクライナ侵攻は２月？\n極東にも飛び火するか？😼🇯🇵🇯🇵🇯🇵\n\nウクライナのキエフ米国大使館、不要なスタッフとその家族が、避難開始か？\nマイケル・マッコール下院議員(Rテキサス州)は、米国の情報を引用して、ロシア軍が来月中にウクライナに移動すると予測。\n\nhttps://t.co/GE34aMKXsG,AX
1.49E+18,"@mama_woj see everyone? Putin plant. watch as he assumes the role of a good ol' boy magaman and speak their language to gather support from the simple-minded, having had to drop the earlier disguise he dons another.",AX
1.49E+18,METAL SLUG ATTACKのお勉強...😳,AX
1.49E+18,"2 patients had heart attack, 37 and 41 years old. Non-smokers. Admitted had stressful lifestyles with not enough rest.\n\nPlease have adequate sleep, ideally 6-8 hours.",AX
1.49E+18,#BREAKING UK govt says the Kremlin was developing plans to install a pro-#Russia leader in #Ukraine — and had already chosen a potential candidate — as Putin weighs whether to order the Russian forces amassed on Ukraine’s border to attack. via @NYTimes https://t.co/GIoc7eJ5uQ,PY
1.49E+18,NYT just broke the story too https://t.co/q36C7lmYtS,AX
1.49E+18,@ericgarland Trump's election was an attack on America.,AX
1.49E+18,FBI agents and the House panel investigating the January 6 attack on the Capitol have both learned of an alleged plan by allies of retired army Lt Gen Michael Flynn to gather “intelligence” on top Republicans to “move” them to back election audits in key states Trump lost.,AX
1.49E+18,NEW: We will not tolerate Kremlin plot to install pro-Russian leadership in Ukraine. \n \nThe Kremlin knows a military incursion would be a massive strategic mistake &amp; the UK and our partners would impose a severe cost on Russia. \n\nhttps://t.co/XfxSlQqMt9,PY
1.49E+18,"November 2021: 'Yes bro, we're definitely going to $150K because of XYZ reason. Bull market.'\n\nFebruary 2022: 'Yes bro, we're definitely going to $10K because Russia will destroy the markets.'\n\nThat's how fast it goes.",AX
1.49E+18,"I GUARANTEE YOU, IF KAWAII COWBOYS BY ATTACK ATTACK COMES ON, THIS IS GOING TO BE OUR NIGHT https://t.co/irMeIa3xGN",AX
1.49E+18,Full blown coup?  That’s two by Putin supporters in the past year. https://t.co/Ub8xj86sSm,AX
1.49E+18,"BREAKING: Anti-vaxxer reporter Lara Logan, who compared Dr. Fauci to Nazi Doctor Joseph Méngele on FOX, is dumped by her talent agency after FOX dropped her and nobody else wanted to hire her, embarrassing attack on the respected Dr. Fauci. RT IF YOU THINK THAT SHE DESERVES IT!",AX
1.49E+18,"isn't it interesting how Russia:\n-annexed part of Ukraine while Obama was in office\n-did not take any more while Trump was in office\n-is preparing to invade while Biden is in office\n...but only 1 was accused of ""Russia Collusion"" https://t.co/sbt3wgGJ5P",AX
1.49E+18,"Today marks the 49th anniversary of Roe v. Wade, and access to reproductive health care is still under attack. I helped introduced the Women’s Health Protection Act to protect reproductive freedom across the country. Everyone deserves to have control over their body.",AX
1.49E+18,"Whilst SW1 obsesses and reels from scandal this has been a decisive week for post-Brexit Britain -- its actions to support Ukraine militarily and now in intelligence terms are making it loud and clear there is no European ""strategic autonomy"" without the UK.",AX
1.49E+18,"What’s happening is that Republicans are replicating the illiberal states in Hungary and Russia by systematically dismantling democracy and enacting plans to control education, history, and culture in order to promote privatization and theocratic control.",AX
1.49E+18,NYT just broke the story too https://t.co/q36C7lmYtS,AX
1.49E+18,“Blocking pipelines will not reduce demand for America’s energy supply and the consequence will result in further dependence on adversarial nations to fuel our energy needs...” \n\nBiden’s policies have hurt American energy independence.\nhttps://t.co/2roTdoUGSK,AX
1.49E+18,"Russia: ""NATO is surrounding us"" https://t.co/EskzE5UrW2",AX
1.49E+18,"#ЦейДень 23.1.1947 - будучи оточеним диверсантами НКВД загинув Микола Арсенич, голова СБ ОУН, генерал безпеки УПА. https://t.co/v42Jv5TieZ",AX
1.49E+18,"This is an unprecedented from the UK. \n\n""We have information that indicates the Russian Government is looking to install a pro-Russian leader in Kyiv as it considers whether to invade and occupy Ukraine.""\n\nhttps://t.co/V6O5eFNqwL",PY
1.49E+18,GERMAN NAVY CHIEF RESIGNS AFTER SAYING RUSSIA'S PRESIDENT PUTIN DESERVES RESPECT AND KYIV WILL NEVER WIN BACK ANNEXED CRIMEA FROM MOSCOW - GERMAN GOVT SOURCE,AX
1.49E+18,Can you tell what it is yet? https://t.co/SP56atjLsd,AX
1.49E+18,So they fired their Navy Chief for telling them the truth. \nRussia is not a threat to the West. \nChina is. https://t.co/IogjU0cqPX,AX
1.49E+18,"Rússia pot envair Ucraïna, que tanmateix aquí no clamarem contra la guerra fins que hi intervinguin els Estats Units.",AX
1.49E+18,Ya se que Putin no es comunista ni la Rusia actual es la URSS pero ante las tonterías que lees por aquí de personajes palmeros de los gerentes de los amos del cortijo digo bien alto ¡ Viva Putin y viva Rusia!,AX
1.49E+18,"We are under attack, worse than Pearl Harbor as these terrorists live within our nation All hands on deck! We have no one defending us at the federal level They have no plan of attack Biden is failing to protect the American people against all enemies foreign and domestic! https://t.co/AZe7hFdLYq",AX
1.49E+18,RUSSIA LAUNCHES NUKES https://t.co/2O6uuPmVPJ,AX
1.49E+18,"If you don't think that the disaster that was the Afghanistan withdrawal has played a role in Putin's aggressiveness in Ukraine, you haven't been paying attention. \n\nThere are real consequences to signaling weakness and a desperation to disengage to other global powers.",AX
1.49E+18,Joe Biden has now lost Afghanistan and Ukraine in less than 6 months.,DY*
1.49E+18,"In a bid to continue the attacks, @AbiyAhmedAli has effectively isolated #Tigray, making it increasingly difficult for aid agencies to deliver humanitarian assistance, resulting in widespread starvation-related deaths #TigrayGenocide @tariqahmadbt @vickyford @UNICEF @UN_HRC @UNDP",AX
1.49E+18,"Nazi put stickers on a shop window urging people not to buy goods from Jews, Germany, 1935.\nNazi put stickers on a shop window, urging people not to buy goods in a store where sellers speak Russian, Ukraine, Lviv, 2022.. https://t.co/FAVuiHwBm6",AX
1.49E+18,"@KagutaMuseveni @TourismBoardUg The violent attacks on democratic processes via undermining the rule of law in Uganda by despot @KagutaMuseveni, have been neglected but rather funded by @GOVUK a.k.a The Friends Of The Dictator!\n#Article3UG\n#RiseupUg\n#WeAreRemovingADictator\n#UgandaIsBleeding\n#BringBackOurPeople https://t.co/gEziX3SvQv",AX
1.49E+18,@BirdRacist @MarkAmesExiled Are there any people left in Russia?,AX
1.49E+18,Blinken says if any Russian military moves across Ukraine's border it will be met with swift and severe response!  What the hell about OUR border that has been and continues to be invaded by 2 million people in one year and not ONE word about it.,UC
1.49E+18,"Almost 7 years since Russia has been massing military forces on Ukraine's border for impending invasion, according to our famously free media.\n\nhttps://t.co/yajKCp9uvd https://t.co/yW2EhBvL4m",AX
1.49E+18,Red attack is a nice project 🥰🥰,AX
1.49E+18,Mierda que mal me tiene lo de Ucrania y el hijo de puta de Putin….,AX
1.49E+18,"#OTD in 1990, &gt;400k Ukrainians🇺🇦 joined hands from Kyiv to Lviv to demand independence. It was our first #UkrainianWave. Today we face more than 100k 🇷🇺 troops at our border. Join us for a new #UkrainianWave to support our right to choose our own path!\n\nRT #StandWithUkraine + 👋 https://t.co/4eeEsAJ73M",UC
1.49E+18,Britain says #Russia is plotting to install a pro-Kremlin leader in #Ukraine and has already chosen the puppet candidate https://t.co/d2qNiijfu1,PY
1.49E+18,"You rarely see this mentioned in the mainstream corporate media's analysis of the conflict in Ukraine, but it's a very important factor:\n\nUS/EU hawks claim Russia is a dastardly aggressor to pressure Europe to cut its energy imports from Russia, and instead import gas from the US https://t.co/8lyg9qF8Zf https://t.co/xH8WsjEZFc",AX
1.49E+18,UK warns of Putin’s plot to install a pro-Kremlin ally to head a puppet regime in Ukraine.\n\nAnyone seen Trump lately?\n\nhttps://t.co/5TGQ5FjExy,PY
