0,NUM,TWEET,CLASS
4381,1.49E+18,"E para distrair o público dos escândalos internos, Boris Descabelado e seus piratas britânicos, colocam lenha na fogueira inventando que Moscou já teria como certo um puppet para ocupar a presidência da Ucrânia. É de chorar.\n\nhttps://t.co/hRRqvuwj1m",AX
4382,1.49E+18,how to stop curare from assassination.\n\nSHOCKER attack https://t.co/xELPbcDXfP,AX
4383,1.49E+18,@OlgaNYC1211 They have to follow NATO and the countries willing to actively help Ukraine.,AX
4384,1.49E+18,"Putin is gonna do what he wants because he watched the Afghanistan withdrawal; he continues to see this incoherent old man stumbling his way through a 33% approval Presidency, and he knows there will be no consequences.",AX
4385,1.49E+18,@Chris_Meloni Putin would never have an idiot be a leader or take part in anything under his control. Putin sees the Defeated Former Guy as having outlived his use to the new “mother Russia”.,AX
4386,1.49E+18,Supporting Ukraine at this point equals supporting Soros. \n\nThis thread will educate you on what is actually occurring between Ukraine/Russia\n\nIf you want real coverage instead of fake news propaganda from MSM on Ukraine Russia follow @stranahan \n\n#RussiaUkraine #Soros #Biden https://t.co/aormuNyywo,AX
4387,1.49E+18,This is an existential moment in post-Cold War world history. Russia's ambitions in Ukraine represent a return to the worst forms of 18th and 19th century great power imperialism and they're a threat to the European state system in its entirety. Putin's regime must be defeated. https://t.co/1n921rq6an,AX
4388,1.49E+18,"Claro que o perfil Tony Stark Patriota tem informações secretas sobre a guerra iminente que irá atingir o Ocidente inteiro mais a Rússia. Esqueçam a eleição e estoquem alimentos, porque a credibilidade do autor do aviso é máxima.",AX
4389,1.49E+18,Under President Trump the USA never had to send billions of dollars of equipment to Ukraine because President Trump kept Russia in check! Russia clearly knew their boundaries under Trump! Under the Democrats Russia has gone wild and it’s just the start! VOTE OUT EVERY DEMOCRAT! https://t.co/4z3DqlGnFO,AX
4390,1.49E+18,Send Bill Kristol to fight in Ukraine.,AX
4391,1.49E+18,UN chief @antonioguterres at news conference dodged question of whether he'll raise #China crimes against humanity in #Xinjiang when he goes to #Beijing2022🤨\n\nNB: Ex-SG Ban Ki-moon rebuked #Russia for anti-LGBT policies before 2014 Sochi Winter Olympics.👇https://t.co/4v75uP6G8x https://t.co/qXg7vBb2IS,AX
4392,1.49E+18,"“Chinese President Xi Jinping had asked Russian President Vladimir Putin not to attack Ukraine during the Beijing Winter Olympics, which begin Feb. 4 and run until Feb. 20”. How thoughtful. https://t.co/7jSD9uBaJb",AX
4393,1.49E+18,"@europapress Q vaya a putin  decirle q habla cn los ucranianos 😂😂😂 q vaya q vaya a ver si nos libramos de el.  Se cree q todo esto es un juego.  Ser mas infantil, vamos a terminar en guerra y el habalndo de dialogo",AX
4394,1.49E+18,"According to tonight’s news, Boris Johnson is in his country residence “busy plotting his strategy for survival”.\n\nExcellent. Excellent.  I mean it’s not as if there is a cost of living crisis, Brexit catastrophe or potential Russian invasion of Ukraine to be dealing with.",AX
4395,1.49E+18,The mass airstrikes &amp; drone attacks across #Tigray has already wounded many civilians + left numerous dead. Criminal leaders of Ethiopia &amp; Eritrea must be charged for all war crimes + crimes against humanity! @IntlCrimCourt @UN_HRC @FCDOGovUK #NoFlyZoneInTigray #TigrayGenocide,AX
4396,1.49E+18,FBI agents and the House panel investigating the January 6 attack on the Capitol have both learned of an alleged plan by allies of retired army Lt Gen Michael Flynn to gather “intelligence” on top Republicans to “move” them to back election audits in key states Trump lost.,AX
4397,1.49E+18,"Arbuzov, Azarov, Murayev, Kluyev, this selection of incompetent exiles is about as delusional as GOP senators backing a MEK-Pahlavi takeover of Iran. If Russia's leadership is serious about this then it has lost any sense of Ukrainian or European realities\nhttps://t.co/7hunyvBMqk",AX
4398,1.49E+18,"“This situation, which took so many years to develop, can only be solved in one way. It is a simple solution: NATO and the U.S. must promise that Ukraine will never become a part of NATO. That is the indispensable first step.”\n\nPretty good summary.\n\nhttps://t.co/yjWNtAjgTs",AX
4399,1.49E+18,220119 Naver Lunch Attack\n\nThey asked if Alex cried when Villain album were released but he said he didnt cry. BUT he cried during the preparation time instead 🥺\n\n#DRIPPIN #드리핀 @drippin,AX
4400,1.49E+18,Britain Says Moscow Is Plotting to Install a Pro-Russian Leader in Ukraine https://t.co/2UWP5gLhaw,PY
4401,1.49E+18,Foreign office statement: https://t.co/t6uZrmF7WH,AX
4402,1.49E+18,"After they had been encamping for about 10 days, junta terrorists in #Bantbway village of #YinMarPin township retreated this morning. They stole people's valuables and they also opened their guns recklessly due to unforeseen attack of PDF on their way back.\n\n#2022Jan22Coup https://t.co/hWiqNnelsg",AX
4403,1.49E+18,"🥶What does Russia when caught red-handed? Gaslight, what else? https://t.co/8xM2AHNh6V",AX
4404,1.49E+18,"@BTSxSUD @jovempanvitoria @BTS_twt @BTSxNORTE @BTSxCENT @BTSxNORD @BTSxBRAZIL @BTSxSUL Boa noite @jovempanvitoria! Amaria escutar BUTTER do @BTS_twt na sua programação. Poderia tocar? Desde já, agradeço💜\n#MeuSomNaPan \n\nRússia",AX
4405,1.49E+18,For everyone who has been wondering what ever happened to SNDY's investigation into Rudy Giuliani's conduct in Ukraine: e-communications now released to fed'l prosecutors https://t.co/Ez3yRCI1a9,AX
4406,1.49E+18,"Biden’s speech was a green light to Russia. \n\nBut the real green light was the incompetent surrender of Afghanistan to the Taliban. \n\nIf, God forbid, we get in a war with Russia, every oligarch’s kid had better be on the front lines. And Hunter has better be the tip of the spear.",AX
4407,1.49E+18,"Meet Dominique \\ OVERSEER 016 \nDominique has a rare autoimmune disease called Vitiligo (vit-ih-LIE-go). Essentially, what this means is that the immune system instead of attacking only foreign cells such as viruses also attacks skin cells that are tasked with producing melanin. https://t.co/iOZIOtzoqq",AX
4408,1.49E+18,"Ukraine: We all seem to be in a strange, escapist public mood. Putin is threatening integrity of both Nato and EU, but UK is focussed on whips bullying MPs and the death of Meat Loaf. Are we aware of the stark choice if talks go wrong: dangerous retreat or dangerous conflict?",AX
4409,1.49E+18,"Russia calls on the UK to ""stop spreading nonsense"" after it accused Moscow of plot to install pro-Russian leader in Ukraine",PY
4410,1.49E+18,@vishy972 @McFaul Ukraine is a sovereign country. Period.,AX
4411,1.49E+18,"According to tonight’s news, Boris Johnson is in his country residence “busy plotting his strategy for survival”.\n\nExcellent. Excellent.  I mean it’s not as if there is a cost of living crisis, Brexit catastrophe or potential Russian invasion of Ukraine to be dealing with.",AX
4412,1.49E+18,FBI agents and the House panel investigating the January 6 attack on the Capitol have both learned of an alleged plan by allies of retired army Lt Gen Michael Flynn to gather “intelligence” on top Republicans to “move” them to back election audits in key states Trump lost.,AX
4413,1.49E+18,Ground News: UK accuses Kremlin of trying to install pro-Russian leader in Ukraine https://t.co/QqQfW8MajO https://t.co/W2qZqAdmQv,PY
4414,1.49E+18,"Britain Says Moscow Is Plotting to Install a Pro-Russian Leader in Ukraine:\n\nIn a highly unusual public statement, backed by U.S. officials, London named the putative head of a potential puppet government but few other details.\n\nhttps://t.co/CAdAS3ddCZ",PY
4415,1.49E+18,"To be fair to @GavinWilliamson , he once told Russia to “go away and shut up”! He told ‘em! \nAnd, the @Conservatives have only received £££millions in Russian donations since he said it. \nThey should wheel the idiot out onto the 🇺🇦🇷🇺 Border and put him on Loudspeaker!",AX
4416,1.49E+18,"BREAKING: Britain Says Moscow Is Plotting to Install a Pro-Russian Leader in Ukraine. \n\nIn a highly unusual public statement, backed by U.S. officials, London named the putative head of a potential puppet government but few other details. https://t.co/r9qpV9HCHc",PY
4417,1.49E+18,There are major splits emerging within the NATO imperialist alliance\n\nGermany blocked Estonia from sending arms to Ukraine\n\nBritish planes took a long detour around Germany to send arms to Ukraine\n\nGermany doesn't want war with Russia. Some NATO members do\nhttps://t.co/gR6MU5hCDk,AX
4418,1.49E+18,@TimeToGoRWs @JThomasMadden1 @malawiflames @RepSwalwell @Rebecca49913336 @RepKinzinger Oh ffs...\n\nhttps://t.co/DnjcbKKLJq,AX
4419,1.49E+18,"Russia's purported plan to install pro-Kremlin leadership in Ukraine 'deeply concerning,' White House says https://t.co/ob0ocJZsBi #FoxNews",PY
4420,1.49E+18,Full blown coup?  That’s two by Putin supporters in the past year. https://t.co/Ub8xj86sSm,AX
4421,1.49E+18,"Buen mapa para entender el conflicto entre Ucrania y Rusia.\n\nSi Putin decide invadir, no va a tocar la parte roja/rosa. El resto, se lo come todo. https://t.co/vtplD4KSbX",AX
4422,1.49E+18,“We Have Information…”: UK’s Charge Against Russia On New Ukraine Head https://t.co/IPhp3QRE7C,UC
4423,1.49E+18,Flotilla of Russian Landing Ships Spotted as Foreign Commandos Are Deployed to Ukraine via @WestJournalism https://t.co/iYccJ6fOtz,AX
4424,1.49E+18,https://t.co/baz99LOiaP. The mad supporting the mad.,AX
4425,1.49E+18,@pkbrln @BILD @AuswaertigesAmt .@dielinke ist keine „Friedenspartei“ sondern eine Russland hörige Kriegsverharmloserpartei #ukraine #syrien #moldawien #georgien,AX
4426,1.49E+18,https://t.co/bBtsdr7wmX,AX
4427,1.49E+18,And look who shows up in the NYT version of the story...\n\nhttps://t.co/fWmjUzMRfb https://t.co/WvyzDhEnP5,AX
4428,1.49E+18,Joe Biden is about to give away Ukraine the way he gave away Afghanistan.,AX
4429,1.49E+18,Please support @ShahdAbusalama whose lecturer post @sheffhallamuni is under threat.\n\nThe malicious attacks on #Palestinians by Israel's lobbyists is drenched in racism towards Palestinians. \n\n#InSupportofShahd\n\nhttps://t.co/qowTIXXkI0,AX
4430,1.49E+18,"@DivagoTM Boy, did that go well\n\nhttps://t.co/RahhstlqGY",AX
4431,1.49E+18,"A implantação de bases militares russas é impossível na Venezuela de acordo com a constituição venezuelana, disse o embaixador da Rússia em Caracas Sergey Melik-Bagdasarov neste sábado. https://t.co/WqI6uYEGto",AX
4432,1.49E+18,"‼️German Arrogance &amp; Megalomania \nThough Ukraine welcomes the timely resignation of the Inspector of 🇩🇪Navy Kay-Achim Schönbach, this step is not sufficient to restore full trust in German politics. The 🇩🇪Government has to change its course towards Kyiv ‼️https://t.co/UKDnxMVxaI",AX
4433,1.49E+18,Did people forget…they were doing it out of NY too. https://t.co/lPT4LgwMCk,AX
4434,1.49E+18,British Foreign Office says it has information revealing Kremlin plan to install pro-Russian leadership in Ukraine. MORE,PY
4435,1.49E+18,Best character dynamic in Attack on Titan https://t.co/lSfTrylDBa,AX
4436,1.49E+18,Print more money.... more inflation and more taxes for Canadians....sounds like a special partnership to me. While hard-working Canadians get the shaft again. Who voted for this?             https://t.co/DE2cFdkcoB,AX
4437,1.49E+18,"Moscow colonized Ukraine for hundreds of years.  No different from British, French, Portuguese, etc colonization around the world. If you are against imperialism and for decolonization, you must support Ukrainian sovereignty.",AX
4438,1.49E+18,".@RepMcCaul: ""We need to send a very bold message of deterrence. [...] Let's have the troop exercises in the Baltic states and show to Putin – rhetoric is one thing, but you have to have the action to back it up."" https://t.co/yaritnay7d",AX
4439,1.49E+18,German navy chief resigns over Ukraine comments https://t.co/gbaEoMfZnr,AX
4440,1.49E+18,"@kristina_wong What are you talking about? You are pulling your staff out of Ukraine. How is that standing with them? That's running away, not standing with them.",AX
4441,1.49E+18,Good moarning everyone ! 🐯\nSome words about our upcoming DeFi Game 🎮\n\nGame Type : Village defense (Build and Upgrade your village)  🛖\n\nParticularity : Attack other villages to steal their ressources (Token) ⚔️\n\nToken : 🪙Nisha - Burns after each use 🔥 https://t.co/WToEs4hbPK,AX
4442,1.49E+18,The guy that helped Trump steal the 2016 election is about to invade Ukraine and the entire GOP doesn’t give AF because they’re too busy counting rubles and conning rubes.,AX
4443,1.49E+18,"Despite the news and chaos that followed today, I’m still making time to read. A ritual I try and abide by most nights. Really hoping my expertise as a scholar of aftermaths of tragedy remains moot under the current circumstances. As always, I stand with Ukraine. https://t.co/aMDyvwI6l7",AX
4444,1.49E+18,Video registrato da un drone a lungo raggio SMM documenta convogli di camion russi che entrano e escono dall'#Ucraina nel cuore della notte. La #Russia continua ad ammassare truppe in Bielorussia e nell'est Ucraina\n@RadioRadicale #Turchia https://t.co/Hph2DVlzeX,AX
4445,1.49E+18,I'm starting to think that Ukraine stopped buying Hunter Biden paintings.,AX
4446,1.49E+18,"Forty-nine years ago this week, all within seventy-two hours, Nixon was sworn for second term, LBJ suddenly died of massive heart attack, Indochina “peace accord” was signed, Roe v. Wade was decided.",AX
4447,1.49E+18,@Angry_Staffer I feel Putin really backed off during TFG's administration to make him look good and is now kicking up dust to make Biden look bad. Js.,AX
4448,1.49E+18,Update: UK Foreign Secretary Liz Truss: We will not tolerate Kremlin plot to install pro-Russian leadership in Ukraine. \n \nThe Kremlin knows a military incursion would be a massive strategic mistake &amp; the UK and our partners would impose a severe cost on Russia.,PY
4449,1.49E+18,"Moscow colonized Ukraine for hundreds of years.  No different from British, French, Portuguese, etc colonization around the world. If you are against imperialism and for decolonization, you must support Ukrainian sovereignty.",AX
4450,1.49E+18,"The U.K. said it has exposed a plot by Russia to install a friendly government in Ukraine, supporting an earlier U.S. assessment https://t.co/xEV44zWrcJ",PY
4451,1.49E+18,"Prof. Larry Bell, Sgt. Betsy Smith, Dr. Peter Breggin &amp; former CIA Del Wilber\n\nExcellent Analysis: Biden speech, filibuster, China global predator, Escalating crime &amp; Russia invasion.\n\nSunday 10 am ET, Encore 6 pm\niHEART RADIO https://t.co/wL2aevicfL\nLIVE https://t.co/DdMfXjlprs https://t.co/1ugzRbRIGI",AX
4452,1.49E+18,US preparing to approve evacuation from embassy in Ukraine: Sources #NewsBreak  https://t.co/ErE0zNb7He,PY
4453,1.49E+18,The mass airstrikes &amp; drone attacks across #Tigray has already wounded many civilians + left numerous dead. Criminal leaders of Ethiopia &amp; Eritrea must be charged for all war crimes + crimes against humanity! @IntlCrimCourt @UN_HRC @FCDOGovUK #NoFlyZoneInTigray #TigrayGenocide,AX
4454,1.49E+18,Joe Biden has now lost Afghanistan and Ukraine in less than 6 months.,DY*
4455,1.49E+18,Concept art of Kamino in Attack of the Clones https://t.co/wSev0CReR7,AX
4456,1.49E+18,Me divierten esos analistas que desde alguna playa o embarcadero de la bella y relajada Florida nos recomiendan a quienes vivimos en Europa que nos dobleguemos sin lucha ante el ultimátum de Putin porque no ceder es provocar y acabaríamos siendo invadidos por nuestra culpa.,AX
4457,1.49E+18,"Cyberattacks are a feature in the Russian fight against #Ukraine -- ""someone"" is rolling out 100s of assaults, large and small, on computer systems. These can spill over to computer systems worldwide. Update all of your computer #Malware  #spyware  &amp; virus defenses ASAP.",AX
4458,1.49E+18,"Breaking: The UK foreign office said in a statement on Saturday that it has information the Russian government is planning to ""install a pro-Russian leader in Kyiv as it considers whether to invade and occupy Ukraine.""",PY
4459,1.49E+18,🚨BREAKING - Le Département d'État ordonne aux familles du personnel de l’ambassade des États-Unis en Ukraine de commencer à évacuer le pays dès lundi et devrait encourager les Américains présents sur place à faire de même la semaine pro. Mauvais signe...\n\nhttps://t.co/nIdAMG0ITD,AX
4460,1.49E+18,"""Khezumon"" \n●Monster Hunter × Digimon●\nA phantom digimon that usually stay in dark caves in cold areas, have normal attacks for a Perfect Level but his resistance is of an Ultimate, a really difficult one \n.\n#monsterhunter #digimon #fakemon https://t.co/JqkRBhJgnJ",AX
4461,1.49E+18,Families of US Embassy personnel in Ukraine ordered to begin evacuating as soon as Monday: officials https://t.co/Nh5fe1OEH8,PY
4462,1.49E+18,@NHS100K They’ve divided you with this Covid scam now they want you to unite against Russia and not them!! https://t.co/Uxjy3xdkp1,UC
4463,1.49E+18,"For the past 444 days of #TigrayGenocide, Tigray has faced a continuous cycle of artillery strikes, extrajudicial killings + sexual violence orchestrated by @AbiyAhmedAli’s genocidal regime. Recent drone attacks have all targeted civilian’s #NoFlyZoneInTigray @vickyford @UN_HRC",AX
4464,1.49E+18,So they fired their Navy Chief for telling them the truth. \nRussia is not a threat to the West. \nChina is. https://t.co/IogjU0cqPX,AX
4465,1.49E+18,Putin cuando ve....a los que van a ir a Ucrania.... https://t.co/SR13Zh93vO,AX
4466,1.49E+18,"US intelligence reportedly has the same information as the U.K., showing that the Russian government is planning to ""install a pro-Russian leader in Kyiv…” \n https://t.co/ZfcB1QzO6r",PY
4467,1.49E+18,"In a bid to continue the attacks, @AbiyAhmedAli has effectively isolated #Tigray, making it increasingly difficult for aid agencies to deliver humanitarian assistance, resulting in widespread starvation-related deaths #TigrayGenocide @tariqahmadbt @vickyford @UNICEF @UN_HRC @UNDP",AX
4468,1.49E+18,"Great Game: British Foreign Secretary states that #Russian intelligence plans to install pro-Russian leaders in #Ukraine from former Party of Regions, in particular Murayev. But in fact he is linked to #Ukrainian oligarch Akhmetov &amp; sanctioned by #Russia.\nhttps://t.co/MHcCBc6wnG",PY
4469,1.49E+18,Biden Says Russia Can Invade Ukraine So Long As They Avoid Hunter’s Oil Company\nhttps://t.co/gsZcqc0eaK,AX
4470,1.49E+18,"@JRock_4121 @JB3sticks @Chaxle @benshapiro I think the notion of conservatives being dumb stems from the fact that they elected Trump, went full Q, continued to support him when he suggested guns should be taken without due process, wanted to invade dem controlled cities, then attempted to overthrow the Constitution.",AX
4471,1.49E+18,Putin’s puppet government plot per UK intelligence. Traitors https://t.co/WUNENwYy1U,AX
4472,1.49E+18,This is an existential moment in post-Cold War world history. Russia's ambitions in Ukraine represent a return to the worst forms of 18th and 19th century great power imperialism and they're a threat to the European state system in its entirety. Putin's regime must be defeated. https://t.co/1n921rq6an,AX
4473,1.49E+18,"Due to the recent increase in drone attacks, the UK must pressure the 🇪🇹 govt to enforce a #NoFlyZoneInTigray that does not hinder humanitarian access but prevents indiscriminate airstrikes on civilian areas in #Tigray. #TigrayGenocide @BorisJohnson @FCDOGovUK @UKMissionGeneva",AX
4474,1.49E+18,Like if the US hadn’t fomented a coup against their democratically elected President?\nSee Oliver Stone’s “Ukraine On Fire” on YouTube. https://t.co/t2SCq1jeg5,AX
4475,1.49E+18,在ウクライナ米大使館は必要不可欠でない職員と家族を国外避難するよう承認要請、米国務省は月曜から退避を開始するよう指示、ウクライナのゼレンスキー大統領は予めブリンケン米国務長官に、退避は「過剰反応」と反発していたとCNN。\nhttps://t.co/h5i510jicW,AX
4476,1.49E+18,"via @NYTimes\n\nPutin, Putin, Putin.\nCOUP PLOTTER\n“All four of the other Ukrainians named in the communiqué once held senior positions in the Ukrainian government and worked in proximity to Paul Manafort, former President Donald J. Trump’s campaign manager.” https://t.co/C7n92K9zAX",AX
4477,1.49E+18,"All bidens disasters will be lost in the shuffle as he tries to get America focused on Ukraine. As he has done with every other one. A new disaster shows up, the ongoing ones continue but get overshadowed by the demorats new misdirection",AX
4478,1.49E+18,"Democrats: Lie, Cheat, Steal &amp; Accuse Others for their own Actions. President Trump would've been impeached 8x's by now.  #WakeUpAmerica Putin's Real Puppet -After Killing XL Pipeline Biden Regime Imports Oil from Russia at Record Levels https://t.co/pW7VscNQUL via @gatewaypundit",AX
4479,1.49E+18,"UK foreign office: ""We have informations that the Russian government is planning to install a pro-Russian leader in Kyiv as it considers whether to invade and occupy (entire) Ukraine.""",PY
4480,1.49E+18,Jeżeli nie stoczymy bitwy o Ukrainę na Ukrainie to następną wojnę będziemy toczyć o Polskę w Polsce. https://t.co/K5UlrioD55,AX
4481,1.49E+18,"NATO members Romania and Bulgaria slammed Russia's demand to remove alliance troops from both countries as ""unacceptable,"" with each arguing that the Kremlin has no right to interfere in the foreign policy decisions of other sovereign states https://t.co/8jUdkt4q3D",AX
4482,1.49E+18,Attack on Titan fans tomorrow https://t.co/XeKoybeMEX,AX
4483,1.49E+18,Government of the Union of Myanmar: Myanmar to Russia: three elephant babies should NOT join Durov Animal Theatre! Plz sign: https://t.co/1i8ljJ0JE8,AX
4484,1.49E+18,@MarshaBlackburn Ohhhhh SHUT YOUR PIE HOLE!!! YOU LET trump KISS PUTIN'S ASS!!!,AX
4485,1.49E+18,For everyone who has been wondering what ever happened to SNDY's investigation into Rudy Giuliani's conduct in Ukraine: e-communications now released to fed'l prosecutors https://t.co/Ez3yRCI1a9,AX
4486,1.49E+18,The basement dummy and his Low IQ woke faculty lounge elitist eggheads are about to get us into a war with Russia.,PY
4487,1.49E+18,💣🇺🇦🇷🇺🇺🇸 The authorizing of more US missile supplies to #Ukraine at this critical juncture indicates Washington’s agenda of starting a war against #Russia.\n✒️ Finian Cunningham\n\n#NATO\nhttps://t.co/uBbFsxk9ur,AX
4488,1.49E+18,@B52Malmet Putin melts in his mouth and not in his hands.,AX
4489,1.49E+18,"In a bid to continue the attacks, @AbiyAhmedAli has effectively isolated #Tigray, making it increasingly difficult for aid agencies to deliver humanitarian assistance, resulting in widespread starvation-related deaths #TigrayGenocide @tariqahmadbt @vickyford @UNICEF @UN_HRC @UNDP",AX
4490,1.49E+18,@trendylefty @TomTugendhat Putin useful idiot,AX
4491,1.49E+18,FBI agents and the House panel investigating the January 6 attack on the Capitol have both learned of an alleged plan by allies of retired army Lt Gen Michael Flynn to gather “intelligence” on top Republicans to “move” them to back election audits in key states Trump lost.,AX
4492,1.49E+18,@mrbinnion Putin literally shaking in his boots right now.,AX
4493,1.49E+18,The attacks I've seen on Nwanyi Ocha have not been about her qualifications for the role being offered to her. The attacks are largely because she's of Caucasian origin (White).\n\nWho said black people can't be racist?,AX
4494,1.49E+18,"“Abortion and infanticide are abominable crimes.”  Gaudium et Spes, # 52–Document of the Second Vatican Council https://t.co/URWbBsqtFg",AX
4495,1.49E+18,"UK foreign office says that it has information the Russian government is planning to ""install a pro-Russian leader"" in Ukraine\nhttps://t.co/X62olnaHAR",PY
4496,1.49E+18,Isso mesmo senhor Putin a Bahia e o Rio de Janeiro disseram que estão do lado da Ucrânia pode retaliar sem medo,AX
4497,1.49E+18,Update: UK Foreign Secretary Liz Truss: We will not tolerate Kremlin plot to install pro-Russian leadership in Ukraine. \n \nThe Kremlin knows a military incursion would be a massive strategic mistake &amp; the UK and our partners would impose a severe cost on Russia.,PY
4498,1.49E+18,1. Absolutely 100% no.   We have no dog in the Ukraine fight.  Not one American soldier should die there.  Not one American bullet should be fired there.  We just lost Afghanistan to sandal wearing goat herders.  I assure you Russian military is no joke either. https://t.co/UIIeB8IL0H,AX
4499,1.49E+18,@Independent Here this Russia🇷🇺 present all ready killed to more than half of the🌏silver on lite brown for capture on mid-brown what😦u find here in this country to the country off crickets players here some employ to employ taken from a variety of different types of people👤 basis terrorist https://t.co/fBUiF0pXu3,AX
4500,1.49E+18,Putin is attacking! Can the #KGBBanker stop him?\n\nBuy the book here:\nhttps://t.co/0tElEIBNa3\n\n#Russia #Ukraine \nhttps://t.co/KjHhArTqH5,AX
4501,1.49E+18,https://t.co/bBtsdr7wmX,AX
4502,1.49E+18,"This is from 2019:\n\nMurayev, the pro-Russian propaganda purveyor candidate.\n\nhttps://t.co/LXDy2pesfs",PY
4503,1.49E+18,"November 2021: 'Yes bro, we're definitely going to $150K because of XYZ reason. Bull market.'\n\nFebruary 2022: 'Yes bro, we're definitely going to $10K because Russia will destroy the markets.'\n\nThat's how fast it goes.",AX
4504,1.49E+18,"Moscow colonized Ukraine for hundreds of years.  No different from British, French, Portuguese, etc colonization around the world. If you are against imperialism and for decolonization, you must support Ukrainian sovereignty.",AX
4505,1.49E+18,US State Department Statement on the latest ISIS attack in Hasakah/ Northern Syria (#Rojava): “We extend our sincere condolences to the families of the guards injured &amp; killed in the initial bomb attack &amp; subsequent fighting” https://t.co/BAKNdzS0ys,AX
4506,1.49E+18,Full blown coup?  That’s two by Putin supporters in the past year. https://t.co/Ub8xj86sSm,AX
4507,1.49E+18,Leftist demands Ukraine do what Russia wants. https://t.co/Lxto7GQkzM,AX
4508,1.49E+18,Hey. PuTIN the Dickator did it in America in 2016 Why not Ukraine???\n\nU.K. accuses Kremlin of trying to install pro-Russian leader in Ukraine https://t.co/CznIH3z8Qg #SmartNews,PY
4509,1.49E+18,Russia-Ukraine tensions - Today:\n\n* Russian aggression would have 'grave consequences': Germany\n\n* Any Russian incursion in Ukraine a 'disaster for the world': UK PM\n\n* 'Any' Russian crossing of Ukraine border would trigger response: Blinken,AX
4510,1.49E+18,"Consider how this is just the continuation of Russia's 2016 efforts. \n\nManafort's trade was, in part, helping Russia install the Yanu crony of the hour. https://t.co/NdETtu9lBJ",PY
4511,1.49E+18,u don't understand how much this gave me a heart attack\nhttps://t.co/t5ixvB7JfT,AX
4512,1.49E+18,Tucker Carlson is upset that an M&amp;M got new shoes\n\nTed Cruz was upset Big Bird encouraged kids to get vaxxed\n\nMatt Schlapp was upset there’s now an Asian American Sesame St muppet\n\nThey were upset about Mr Potato Head &amp; Dr Seuss\n\nBut a terrorist attack on our Capitol? No big deal,AX
4513,1.49E+18,"EEUU tiene el ejército más poderoso de la historia, y Putin tiene a su disposición 2,5M de soldados.\n\nNinguno ha contado con Europa para negociar sobre Ucrania, así que excepto que Pedro esté pidiendo una pizza, la historia no hay por dónde cogerla. https://t.co/SM43m9w49H",AX
4514,1.49E+18,Really? Russia and China now. Still don't believe me yet? https://t.co/Go2hkBqWlA,AX
4515,1.49E+18,"Breaking: British Foreign Office says it has information revealing Russia has a plan to install a pro-russian president after Putin.\nThe US : that's it, sanction them now ! https://t.co/Lp2b3WUGZQ",PY
4516,1.49E+18,"🚨TOMORROW 10AM–1PM🚨\n\nJoin @TiceRichard Sunday from 10am for his weekly show on @talkRADIO, discussing:\n\n💥Sunday Sermon: Furlough rip-offs\n💥Blackmail and whips\n💥Government hiding immigration figures\n💥Ukraine \nand more...\n\nWatch/Listen via the talkRADIO YouTube channel or app https://t.co/w2JBmK4MaR",AX
4517,1.49E+18,Friday was an expensive day for Cdn taxpayers.\n$120M “loan” to Ukraine. 😉\n$50.4M to Haiti. ($1.8B since 2010).\nWait until next week when BoC is expected to start rounds of interest rate increases.\n#TrudeauMustGo \n#TrudeauWorstPMEver https://t.co/JdeqtaIujk,AX
4518,1.49E+18,"TASTE OUR TWITTER SELFIE WRATH, PUTIN MT @statedeptspox To echo @BarackObama today-proud to stand #UnitedForUkraine  http://t.co/kLCfVyfwEQ",AX
4519,1.49E+18,"Whilst SW1 obsesses and reels from scandal this has been a decisive week for post-Brexit Britain -- its actions to support Ukraine militarily and now in intelligence terms are making it loud and clear there is no European ""strategic autonomy"" without the UK.",AX
4520,1.49E+18,NEW: We will not tolerate Kremlin plot to install pro-Russian leadership in Ukraine. \n \nThe Kremlin knows a military incursion would be a massive strategic mistake &amp; the UK and our partners would impose a severe cost on Russia. \n\nhttps://t.co/XfxSlQqMt9,PY
4521,1.49E+18,"OK so the plan is to attack the 1922 committee, critical backbenchers, and the entire civil service on the same day at a time when any + all of those groups could finish us. Great. If you could run me through why this a good idea again? https://t.co/iqDKXErYQB",AX
4522,1.49E+18,I'm starting to think that Ukraine stopped buying Hunter Biden paintings.,AX
4523,1.49E+18,"""You’ve made my evening. The British Foreign Office seems confused,"" Murayev told Britain's Observer newspaper. ""It isn’t very logical. I’m banned from Russia. Not only that but money from my father’s firm there has been confiscated."" -Reuters\nhttps://t.co/FhPiksYyp7",AX
4524,1.49E+18,"- Wouldn't ramming it with a truck be easier?\n- It says that the monster has a heat attack.\n- Okay, now that's unrealistic!",AX
4525,1.49E+18,"@KagutaMuseveni @TourismBoardUg The violent attacks on democratic processes via undermining the rule of law in Uganda by despot @KagutaMuseveni, have been neglected but rather funded by @GOVUK a.k.a The Friends Of The Dictator!\n#Article3UG\n#RiseupUg\n#WeAreRemovingADictator\n#UgandaIsBleeding\n#BringBackOurPeople https://t.co/zr5DBEnHsS",AX
4526,1.49E+18,"@madmaks073 @tagesschau Naja, lieber mit Putin auf Augenhöhe Freundschaft üben , als Jahrzehnte lang, bis zur Halskrause, im korrupten Rektum des Regimes in Washington stecken 💩. Kein Wunder ist Rot-Grün mittlerweile stinkig braun.",AX
